x,f'(x)
0.0,1.0
0.10101010101010101,0.9949028158568303
0.20202020202020202,0.9796632259996998
0.30303030303030304,0.9544365884201449
0.40404040404040403,0.9194800727522776
0.5050505050505051,0.8751500385908233
0.6060606060606061,0.82189840263017
0.7070707070707071,0.7602680316591506
0.8080808080808081,0.6908872083770674
0.9090909090909091,0.6144632264484674
1.0101010101010102,0.5317751800910392
1.1111111111111112,0.4436660217022285
1.2121212121212122,0.3510339684920502
1.3131313131313131,0.25482334572604864
1.4141414141414141,0.15601495992575853
1.5151515151515151,0.05561610016580674
1.6161616161616161,-0.04534973060188524
1.7171717171717171,-0.1458532495141353
1.8181818181818181,-0.24486988668507892
1.9191919191919191,-0.3413902300489206
2.0202020202020203,-0.43443031567828566
2.121212121212121,-0.5230416586748752
2.2222222222222223,-0.6063209223738354
2.323232323232323,-0.6834191272904034
2.4242424242424243,-0.7535503059294446
2.525252525252525,-0.815999515227557
2.6262626262626263,-0.8701301249459654
2.727272727272727,-0.9153903077136358
2.8282828282828283,-0.9513186645587279
2.929292929292929,-0.9775489285796396
3.0303030303030303,-0.993813698804694
3.131313131313131,-0.9999471661761239
3.2323232323232323,-0.9958868038686729
3.3333333333333335,-0.981674004711079
3.4343434343434343,-0.9574536592123347
3.5353535353535355,-0.9234726784944765
3.6363636363636362,-0.8800774771896732
3.7373737373737375,-0.8277104419618857
3.8383838383838382,-0.7669054216542901
3.9393939393939394,-0.69828228503756
4.040404040404041,-0.6225406016393301
4.141414141414141,-0.5404525100747903
4.242424242424242,-0.45285484658127084
4.343434343434343,-0.3606406140014481
4.444444444444445,-0.2647498781834829
4.545454545454545,-0.16616018460355267
4.646464646464646,-0.06587659290724678
4.747474747474747,0.03507856903860484
4.848484848484849,0.13567612713271912
4.94949494949495,0.23489055281917826
5.05050505050505,0.33171041770321597
5.151515151515151,0.42514870442477243
5.252525252525253,0.5142528686769626
5.353535353535354,0.5981145497935533
5.454545454545454,0.6758788309121296
5.555555555555555,0.7467529543114478
5.656565656565657,0.810014403075603
5.757575757575758,0.865018266697566
5.858585858585858,0.9112038155344026
5.959595959595959,0.9481002170917641
6.0606060606060606,0.9753313358637337
6.161616161616162,0.9926195677967009
6.262626262626262,0.9997886702873213
6.363636363636363,0.9967655588645231
6.4646464646464645,0.983581052239521
6.565656565656566,0.9603695581285238
6.666666666666667,0.9273677030509753
6.767676767676767,0.8849119200716687
6.8686868686868685,0.8334350190781794
6.96969696969697,0.7734617745574747
7.070707070707071,0.7056035758515253
7.171717171717171,0.6305521944291881
7.2727272727272725,0.5490727317130796
7.373737373737374,0.4619958193539013
7.474747474747475,0.3702091514654802
7.575757575757575,0.2746484351440477
7.6767676767676765,0.17628785152548898
7.777777777777778,0.07613012462407193
7.878787878787879,-0.02480370080544784
7.979797979797979,-0.12548466817409182
8.080808080808081,-0.22488639862108173
8.181818181818182,-0.3219955542979381
8.282828282828282,-0.41582216870771727
8.383838383838384,-0.5054097387880672
8.484848484848484,-0.5898449758557073
8.585858585858587,-0.6682671160076287
8.686868686868687,-0.7398766950653171
8.787878787878787,-0.80394369860703
8.88888888888889,-0.859815004003662
8.98989898989899,-0.9069210385913591
9.09090909090909,-0.9447815861050266
9.191919191919192,-0.973010682179788
9.292929292929292,-0.9913205490138658
9.393939393939394,-0.9995245290814802
9.494949494949495,-0.9975389879884077
9.595959595959595,-0.9853841670717991
9.696969696969697,-0.9631839770525324
9.797979797979798,-0.9311647348436916
9.8989898989899,-0.8896528563926016
10.0,-0.8390715290764524
